,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
27131,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-12,Washington Post,Equifax says systems were not compromised by malicious web page links,https://www.washingtonpost.com/news/the-switch/wp/2017/10/12/equifax-says-its-looking-into-another-possible-hack/,Yes,Equifax
27132,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,CNBC,Equifax security and information chiefs to retire,https://www.cnbc.com/2017/09/15/equifax-security-and-information-executives-to-retire-dj-reports.html,True,Equifax
27133,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,USA Today,"Equifax security, information officers retire",https://www.usatoday.com/story/tech/2017/09/15/equifax-security-and-information-officers-retire-effective-immediately/672042001/,True,Equifax
27134,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-20,Daily Mail,Equifax sent customers to a fake phishing site for weeks to check if their data was compromised in historic breach,http://www.dailymail.co.uk/news/article-4904842/Equifax-sent-people-wrong-site-check-data-breach.html,Yes,Equifax
27137,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-18,CNBC,"Equifax should stop collecting credit monitoring fees, says Connecticut attorney general",https://www.cnbc.com/2017/09/18/equifax-should-stop-collecting-monitoring-fees-says-conn-ag.html,Yes,Equifax
27138,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-19,Washington Post,Equifax suffered another data breach in March,https://www.washingtonpost.com/news/the-switch/wp/2017/09/18/equifax-suffered-another-data-breach-in-march/,True,Equifax
27139,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-18,New York Post,Equifax suffered breach months before the massive hack,http://nypost.com/2017/09/18/equifax-suffered-breach-months-before-the-massive-hack/,True,Equifax
27143,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,CNBC,Equifax tweets out 'Happy Friday' one day after the massive data breach is revealed,https://www.cnbc.com/2017/09/08/equifax-tweets-happy-friday-after-security-breach.html,True,Equifax
27144,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-20,CNBC,Equifax tweets sent breach victims to phishing site,https://www.cnbc.com/2017/09/20/equifax-tweets-sent-breach-victims-to-phishing-site.html,Yes,Equifax
27145,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,CNBC,Equifax used a ridiculously easy password for access to a database,https://www.cnbc.com/2017/09/14/equifax-used-admin-for-the-login-and-password-of-a-non-us-database.html,Yes,Equifax
27147,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,New York Post,Equifax waited months to fix well-known software flaw,http://nypost.com/2017/09/14/equifax-waited-months-to-fix-well-known-software-flaw/,Yes,Equifax
27148,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-13,CNBC,"Equifax waives credit lock fees for consumers, amid criticism",https://www.cnbc.com/2017/09/13/equifax-waives-credit-lock-fees-for-consumers-amid-criticism.html,Yes,Equifax
27149,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,CNBC,"Equifax will not survive fallout from massive breach, says technology attorney",https://www.cnbc.com/2017/09/14/equifax-will-not-survive-fallout-from-massive-breach-says-technology-attorney.html,Yes,Equifax
27151,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-03,New York Post,Equifax's ex-CEO grilled on massive data breach,http://nypost.com/2017/10/03/equifaxs-ex-ceo-grilled-on-massive-data-breach/,True,Equifax
27152,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-11,USA Today,Equifax's struggle after massive security breach deepens57 minutes              | Tech,https://www.usatoday.com/story/tech/2017/09/11/equifax-flails-after-announcing-enormous-breach/654149001/,Yes,Equifax
27153,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-02,CNBC,"Equifax's then-CEO waited three weeks to inform board of massive data breach, testimony says",https://www.cnbc.com/2017/10/02/equifaxs-then-ceo-waited-three-weeks-to-inform-board-of-massive-data-breach-testimony-says.html,True,Equifax
27154,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-11-03,New York Post,Equifax: Executive stock sales before breach news were legal,http://nypost.com/2017/11/03/equifax-executive-stock-sales-before-breach-news-were-legal/,Yes,Equifax
27155,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-12,USA Today,"Equifax: no new breach, but vendor served bad content",https://www.usatoday.com/story/tech/news/2017/10/12/equifax-may-have-been-breached-again/758734001/,Yes,Equifax
27156,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-11,New York Times,Equifax’s Maddening Unaccountability,https://www.nytimes.com/2017/09/11/opinion/equifax-accountability-security.html,True,Equifax
27158,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-02,USA Today,Ex-Equifax CEO says the company let Americans down,https://www.usatoday.com/story/money/2017/10/02/former-equifax-chairman-apologizes-data-breach/723272001/,Yes,Equifax
27161,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,New York Times,"Fair Game: Consumers, but Not Executives, May Pay for Equifax Failings",https://www.nytimes.com/2017/09/13/business/equifax-executive-pay.html,True,Equifax
27162,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,New York Times,"Finally, Some Answers From Equifax on the Data Breach",https://www.nytimes.com/2017/09/14/your-money/equifax-answers-data-breach.html,Yes,Equifax
27163,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-04,Washington Post,Former CEO struggles to defend why Equifax deserves $7 million IRS contract to prevent fraud,https://www.washingtonpost.com/news/business/wp/2017/10/04/former-ceo-struggles-to-defend-why-equifax-deserves-7-million-irs-fraud-prevention-contract/,True,Equifax
27167,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-12,CNBC,"Hacked again? After investigation, Equifax says no",https://www.cnbc.com/2017/10/12/equifax-says-it-might-have-been-breached-again.html,True,Equifax
27168,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,Daily Mail,Hackers exploited a two-month-old flaw in Equifax's web systems to steal 143 million customer's private data,http://www.dailymail.co.uk/news/article-4884072/Failure-patch-flaw-led-massive-Equifax-breach.html,Yes,Equifax
27169,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-21,New York Post,Hackers have been hiding in Equifax's computer network for months,http://nypost.com/2017/09/20/hackers-have-been-hiding-in-equifaxs-computer-network-for-months/,Yes,Equifax
27170,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,USA Today,Here are the best ways to protect yourself after the Equifax security…,https://www.usatoday.com/story/tech/reviewedcom/2017/09/15/here-are-the-best-ways-to-protect-yourself-after-the-equifax-security-breach/105640276/,Yes,Equifax
27172,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,CNBC,Here's what it costs to freeze your credit after Equifax breach,https://www.cnbc.com/2017/09/15/heres-what-it-costs-to-freeze-your-credit-after-equifax-breach.html,True,Equifax
27173,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-09,New York Times,Here’s What to Do Now to Dig Out of the Equifax Mess,https://www.nytimes.com/2017/09/08/your-money/identity-theft/equifaxs-instructions-are-confusing-heres-what-to-do-now.html,True,Equifax
27174,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,CNBC,House panel will hold hearing on huge Equifax data breach,https://www.cnbc.com/2017/09/08/house-panel-will-hold-hearing-on-huge-equifax-data-breach.html,Yes,Equifax
27176,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,Washington Post,How Equifax hackers might use your Social Security number to pretend they’re you,https://www.washingtonpost.com/news/the-switch/wp/2017/09/08/how-equifax-hackers-might-use-your-social-security-number-to-pretend-theyre-you/?deferJs=true&outputType=default-article&utm_term=.ac3834686e32,True,Equifax
27179,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,Daily Mail,How three Equifax execs sold $1.8million of stock days after massive data breach - which wasn't revealed to the public for more than SIX WEEKS,http://www.dailymail.co.uk/news/article-4864148/3-Equifax-executives-sold-stock-hack-revealed.html,True,Equifax
27182,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,CNBC,How to protect yourself after the Equifax breach: Assume you're affected,https://www.cnbc.com/2017/09/08/how-to-protect-yourself-after-the-equifax-data-breach.html,True,Equifax
27184,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-13,Washington Post,I called Equifax with a simple question. This is what happened.,https://www.washingtonpost.com/news/the-switch/wp/2017/09/13/i-called-equifax-with-a-simple-question-this-is-what-happened/,True,Equifax
27189,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-11,Washington Post,Lawmakers demand detailed accounting of security systems from Equifax after massive security breach,https://www.washingtonpost.com/business/technology/lawmakers-demand-accounting-from-equifax-on-massive-security-breach/2017/09/11/733ddf58-9728-11e7-82e4-f1076f6d6152_story.html,True,Equifax
27190,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-22,USA Today,Lawsuits against Equifax are far from a sure thing,https://www.usatoday.com/story/money/2017/09/22/do-you-want-sue-equifax-over-cyberbreach-winning-lawsuit-may-not-so-easy/684455001/,Yes,Equifax
27193,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,USA Today,Money                                              Cyberbreach at Equifax could affect 143M consumers,https://www.usatoday.com/story/money/2017/09/07/credit-reporting-giant-equifax-says-cyber-breach-could-affect-143-m-u-s-consumers/643679001/,Yes,Equifax
27194,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-09,USA Today,Money                      Equifax breach creates life-long identity theft threat,https://www.usatoday.com/story/money/2017/09/09/equifax-data-breach-could-create-life-long-identity-theft-threat/646765001/,Yes,Equifax
27195,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,USA Today,Money                      Equifax data breach: What you need to know,https://www.usatoday.com/story/money/2017/09/15/equifax-data-breach-what-you-need-know-hacking-crisis/670166001/,Yes,Equifax
27196,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-11,USA Today,Money                      Here's your best defense after the Equifax breach,https://www.usatoday.com/story/money/2017/09/11/how-defend-yourseafter-equifax-data-breach-credit-report-freeze-strong-defense-against-identity-thef/654065001/,Yes,Equifax
27200,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-27,CNBC,N.Y. regulator subpoenas Equifax over massive breach,https://www.cnbc.com/2017/09/27/n-y-regulator-subpoenas-equifax-over-massive-breach.html,True,Equifax
27201,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,CNBC,New York attorney general launches investigation into Equifax breach,https://www.cnbc.com/2017/09/08/new-york-attorney-general-launches-investigation-into-equifax-breach.html,True,Equifax
27202,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,New York Times,New York’s Attorney General Opens Inquiry Into Equifax Breach,https://www.nytimes.com/2017/09/08/business/equifax.html,True,Equifax
27203,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-18,USA Today,News                                              Equifax says there was a second security breach,https://www.usatoday.com/story/tech/news/2017/09/18/equifax-data-breach-second-hacked-march/679474001/,Yes,Equifax
