,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
9789,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,Washington Post,The FTC is investigating the Equifax breach. Here’s why that’s a big deal.,https://www.washingtonpost.com/news/the-switch/wp/2017/09/14/the-ftc-confirms-its-investigating-the-equifax-breach-adding-to-a-chorus-of-official-criticism/,True,Equifax
9790,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,Washington Post,The best way to hold Equifax accountable,https://www.washingtonpost.com/opinions/equifax-doesnt-owe-anyone-anything-but-it-doesnt-have-to-be-this-way/2017/09/14/517c2ef6-98c7-11e7-b569-3360011663b4_story.html,True,Equifax
9792,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-12,Washington Post,The three big questions Equifax hasnâ€™t answered,https://www.washingtonpost.com/news/the-switch/wp/2017/09/12/the-three-big-questions-equifax-hasnt-answered/,True,Equifax
9793,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-13,Washington Post,Theft of Equifax data could lead to years of grief for home buyers and mortgage applicants,https://www.washingtonpost.com/realestate/theft-of-data-could-lead-to-years-of-grief-for-home-buyers-and-mortgage-applicants/2017/09/12/ed0f66fc-971a-11e7-82e4-f1076f6d6152_story.html,True,Equifax
9794,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,CNBC,There are hundreds of companies besides Equifax tracking what you do,https://www.cnbc.com/2017/09/14/there-are-hundreds-of-companies-besides-equifax-tracking-what-you-do.html,True,Equifax
9798,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-13,New York Times,"Under Pressure, Equifax Drops Fee to Freeze Credit Files",https://www.nytimes.com/2017/09/12/your-money/equifax-fee-waiver.html,True,Equifax
9801,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-30,Daily Mail,Was it China? Clues point to state sponsorship of massive Equifax hack,http://www.dailymail.co.uk/news/article-4937010/Clues-suggest-China-suspect-massive-Equifax-hack.html,Yes,Equifax
9802,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,CNBC,Were you affected by the Equifax data breach? One click could cost you your rights in court,https://www.cnbc.com/2017/09/08/were-you-affected-by-the-equifax-data-breach-one-click-could-cost-you-your-rights-in-court.html,Yes,Equifax
9805,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-02,Washington Post,What to expect from Equifax’s back-to-back hearings on Capitol Hill this week,https://www.washingtonpost.com/news/the-switch/wp/2017/10/02/what-to-expect-from-equifaxs-back-to-back-hearings-on-capitol-hill-this-week/,True,Equifax
9806,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,Washington Post,What to know before you check Equifax’s data breach website,https://www.washingtonpost.com/news/the-switch/wp/2017/09/08/what-to-know-before-you-check-equifaxs-data-breach-website/?utm_term=.713d854aad85,True,Equifax
9807,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-16,USA Today,"When you should keep your social security number private6 hours, 34 minutes              | Columnist",https://www.usatoday.com/story/tech/columnist/2017/09/16/equifax-data-breach-when-ok-give-out-your-social-security-number/668666001/,Yes,Equifax
9808,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,New York Times,Why Equifax’s Breach Means Regulation Is Needed,https://www.nytimes.com/2017/09/08/technology/seriously-equifax-why-the-credit-agencys-breach-means-regulation-is-needed.html,True,Equifax
9809,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-21,Washington Post,Why didn’t Equifax protect your data? Because corporations have all the power.,https://www.washingtonpost.com/news/posteverything/wp/2017/09/21/why-didnt-equifax-protect-your-data-because-corporations-have-all-the-power/,True,Equifax
9811,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,CNBC,"You likely will pay for Equifax breach, while execs get a pass",https://www.cnbc.com/2017/09/14/consumers-but-not-executives-may-pay-for-equifax-failings.html,Yes,Equifax
9812,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-10,New York Times,"Your Money: After Equifax Breach, Here’s Your Next Worry: Weak PINs",https://www.nytimes.com/2017/09/10/your-money/identity-theft/equifax-breach-credit-freeze.html,Yes,Equifax
9813,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-22,New York Times,Your Money: Why the Equifax Breach Stings So Bad,https://www.nytimes.com/2017/09/22/your-money/equifax-breach.html,Yes,Equifax
9815,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-19,CNBC,Your next worry after the Equifax breach: Fake tax returns,https://www.cnbc.com/2017/09/18/your-next-worry-after-the-equifax-breach-fake-tax-returns.html,True,Equifax
9816,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,New York Post,exclusive   Equifax blames giant breach on vendor software flaw,http://nypost.com/2017/09/08/equifax-blames-giant-breach-on-vendor-software-flaw/,Yes,Equifax
9817,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,Washington Post,‘Embarrassing mistake’: Analysts are puzzled as Equifax asks consumers for personal info after massive breach,https://www.washingtonpost.com/news/the-switch/wp/2017/09/08/after-data-breach-equifax-asks-consumers-for-social-security-numbers-to-see-if-theyve-been-affected/,Yes,Equifax
9838,Dailymotion,video sharing site,85200000,2016,2016-12-01,Users of the video sharing site had their email addresses and usernames stolen. One in five also had their passwords compromised.,web,hacked,,1.0,,ZDNet,http://www.zdnet.com/article/dailymotion-hack-exposes-millions-of-accounts/,,207,dailymotion,6742304,dailymotion,dailymotion.com,2005.0,internet,1001 - 5000,"paris, île-de-france, france",france,linkedin.com/company/dailymotion,358,984,2016-12-06,BBC,1 'Millions of Dailymotion logins taken',http://www.bbc.com/news/technology-38222666,True,Dailymotion
9839,Carefirst,"Blue Cross, Blue Shield US medical insurer",1100000,2015,2015-05-01,"Hackers gained access to a database belonging to the healthcare insurer, stealing names, birth dates, email addresses and insurance ID numbers.",health ,hacked,,1.0,,Krebs on Security,https://krebsonsecurity.com/2015/05/carefirst-blue-cross-breach-hits-1-1m/,,200,carefirst,4999546,carefirst,care-first.nl,,hospital & health care,51 - 200,,,linkedin.com/company/carefirst,66,138,2015-05-20,Washington Post,"Cyberattack on CareFirst exposes data on 1.1 million customers in D.C., Md. and Va.",http://www.washingtonpost.com/blogs/the-switch/wp/2015/05/20/cyberattack-on-carefirst-exposes-data-on-1-1-million-customers-in-d-c-md-and-va/,True,CareFirst
9841,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2015-12-02,BBC,6.4m kids - Vtech hack in numbers,http://www.bbc.com/news/technology-34980655,Yes,Vtech
9843,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2015-12-15,Washington Post,Police in U.K. arrest man in connection with massive hack against toymaker VTech,https://www.washingtonpost.com/news/the-switch/wp/2015/12/15/police-in-u-k-arrest-man-in-connection-with-massive-hack-against-toymaker-vtech/,True,VTech
9844,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2015-12-02,USA Today,"TechKids photos, chats possibly hit in VTech hack",http://www.usatoday.com/story/tech/2015/12/02/kids-photos-chats-possibly-compromised-vtech-hack/76672928/,True,VTech
9845,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2016-02-11,BBC,VTech 'is responsible' for kids' data,http://www.bbc.com/news/technology-35548143,True,VTech
9847,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2015-12-02,CNBC,VTech hack: Data of 6.4M children  exposed,http://www.cnbc.com/2015/12/02/vtech-hack-data-of-64m-kids-exposed.html,True,VTech
9848,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2015-12-02,Washington Post,VTech says 6.4 million children profiles were caught up in its data breach,https://www.washingtonpost.com/news/the-switch/wp/2015/12/01/vtech-says-6-4-million-children-were-caught-up-in-its-data-breach/,True,VTech
9850,VTech,Toymaker company,6400000,2015,2015-12-01,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",web,hacked,,5.0,,The Guardian,http://www.theguardian.com/technology/2015/dec/02/vtech-hack-us-hong-kong-investigate-children-exposed,http://www.troyhunt.com/2015/11/when-children-are-breached-inside.html,192,vtech,5280730,vtech,vtech.com,1976.0,consumer electronics,1001 - 5000,"beaverton, oregon, united states",united states,linkedin.com/company/vtech,596,1650,2015-12-07,BBC,Vtech breach: Passwords 'not secured',http://www.bbc.com/news/technology-35027504,Yes,Vtech
9851,Hacking Team,,500000,2015,2015-07-01,"An Italian hacking firm which sells digital surveillance software to national security organisations – including those of repressive regimes – was itself hacked, and the data put on BitTorrent.",web,hacked,y,5.0,,The Guardian,http://www.theguardian.com/technology/2015/jul/06/hacking-team-hacked-firm-sold-spying-tools-to-repressive-regimes-documents-claim,,191,hacking team,5213081,hacking team,hackingteam.com,2003.0,computer & network security,51 - 200,"milan, lombardy, italy",italy,linkedin.com/company/hacking-team,52,80,2015-07-06,Washington Post,A company that sells hacking tools to governments just got hacked,http://www.washingtonpost.com/blogs/the-switch/wp/2015/07/06/a-company-that-sells-hacking-tools-to-governments-just-got-hacked/,True,Hacking Team
9858,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-29,Washington Post,How the breach of IRS returns is only part of the problem taxpayers face,http://www.washingtonpost.com/blogs/federal-eye/wp/2015/05/29/how-the-breach-of-irs-tax-returns-is-part-of-a-much-bigger-problem-facing-taxpayers/?tid=hpModule_14fd66a0-9199-11e2-bdea-e32ad90da239,True,IRS
9859,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,Washington Post,IRS,http://www.washingtonpost.com/politics/hackers-stole-personal-information-from-104000-taxpayers-irs-says/2015/05/26/9a6a4b31-ddb1-43f0-afd3-6e3e553e5cb3_story.html,True,IRS
9860,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-06-02,The Guardian,IRS  Data breach would have been 'much more difficult' with security upgrades,http://www.theguardian.com/world/2015/jun/02/irs-data-breach-senate-hearing-security-upgrades,True,IRS
9866,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,Daily Mail,"IRS admits its computer systems were HACKED and thieves stole private information of more than 100,000 taxpayers",http://www.dailymail.co.uk/news/article-3098182/IRS-says-thieves-stole-tax-info-100-000.html,True,IRS
9872,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-06-04,CNN,IRS data theft: It may have been Russia,http://www.cnn.com/2015/05/27/politics/irs-cyber-breach-russia/index.html,True,IRS
9874,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-27,USA Today,IRS got warnings of computer safety risks,http://www.usatoday.com/story/money/2015/05/27/irs-hacker-breach-folo/28020559/,True,IRS
9875,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,USA Today,"IRS hacked, 100,000 tax accounts breached",http://www.usatoday.com/story/tech/2015/05/26/irs-breach-100000-accounts-get-transcript/27980049/,Yes,IRS
9885,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,CNBC,"IRS says thieves stole tax info from  100,000",http://www.cnbc.com/id/102695128?trknav=homestack:mostpopular:1,True,IRS
9886,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,FOX,"IRS says thieves stole tax info from 100,000",http://www.foxnews.com/us/2015/05/26/irs-says-thieves-stole-tax-info-from-100000/?intcmp=latestnews,True,IRS
9887,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-27,FOX,"IRS says thieves stole tax info from 100,000 households",http://www.foxnews.com/us/2015/05/27/irs-says-thieves-stole-tax-info-from-100000/?intcmp=latestnews,True,IRS
9890,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-06-02,USA Today,IRS: Cyber-thieves stole up to $39M,http://www.usatoday.com/story/money/2015/06/02/irs-data-breach-senate-hearing/28353983/,True,IRS
9891,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,Washington Post,"IRS: Hackers stole personal info of 104,000 taxpayers",http://www.washingtonpost.com/blogs/federal-eye/wp/2015/05/26/hackers-stole-personal-information-from-104000-taxpayers-irs-says/,True,IRS
9892,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-05-26,CNN,"IRS: Personal data of 104,000 stolen",http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,True,IRS
9900,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-07-08,New York Post,The IRS scandal just got even worse,http://nypost.com/2015/07/07/the-irs-scandal-just-got-even-worse/,True,IRS
9904,IRS,US Tax service,100000,2015,2015-05-01,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",government,hacked,,1.0,,CNN,http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,,186,irs,4566073,irs,,,market research,201 - 500,,,linkedin.com/company/irs1,102,137,2015-06-24,FOX,Watchdog: IRS erased backups after loss of tea party emails,http://www.foxnews.com/politics/2015/06/24/watchdog-irs-erased-backups-after-loss-tea-party-emails/?intcmp=latestnews,True,IRS
9915,CarPhone Warehouse,UK mobile phone supplier,2400000,2015,2015-08-01,"The breach exposed names, addresses, birth date and bank details. Around 480,000 were TalkTalk Mobile customers; 1.9m were customers of Carphone Warehouse directly.",telecoms,hacked,,3.0,,The Guardian,http://www.theguardian.com/technology/2015/aug/10/carphone-warehouse-uk-data-watchdog-investigating-customer-hack,,179,carphone warehouse,908668,carphone warehouse,carphonewarehouse.com,1989.0,retail,1001 - 5000,"london, greater london, united kingdom",united kingdom,linkedin.com/company/carphone-warehouse,1567,9190,2015-08-09,BBC,Carphone Warehouse breach probed,http://www.bbc.com/news/uk-33840327,True,Carphone Warehouse
