,year,corpName,breachType,numRecords,industry,numCustomers,numEmployees,recordType,sensitivity
6658,2014,Tenet Healthcare,Ransomware,47384,Healthcare,,,,
8798,2014,Tenet Healthcare,DDoS Attack,826958,Healthcare,,,,
9810,2014,Tenet Healthcare,Insider Threat,674829,Healthcare,,,,
11096,2014,Tenet Healthcare,Password Guessing,817281,Retail,,,,
11328,2014,Tenet Healthcare,Password Guessing,284039,Government,,,,
1440,2015,Tenet Healthcare,Malware,822752,Healthcare,,,,
1813,2015,Tenet Healthcare,Phishing,973747,Healthcare,,,,
2874,2015,Tenet Healthcare,Insider Threat,339138,Healthcare,,,,
5156,2015,Tenet Healthcare,DDoS Attack,110129,Healthcare,,,,
8169,2015,Tenet Healthcare,Ransomware,995350,Healthcare,,,,
8447,2015,Tenet Healthcare,DDoS Attack,162495,Healthcare,,,,
11439,2015,Tenet Healthcare,Physical Breach,225355,Government,,,,
174,2016,Tenet Healthcare,Malware,760767,Healthcare,,,,
2937,2016,Tenet Healthcare,DDoS Attack,125806,Healthcare,,,,
3871,2016,Tenet Healthcare,Password Guessing,568282,Healthcare,,,,
8681,2016,Tenet Healthcare,Phishing,484518,Healthcare,,,,
10794,2016,Tenet Healthcare,Malware,39476,Technology,,,,
3310,2017,Tenet Healthcare,Insider Threat,784747,Healthcare,,,,
4114,2017,Tenet Healthcare,DDoS Attack,175060,Healthcare,,,,
4956,2017,Tenet Healthcare,Password Guessing,268361,Healthcare,,,,
5535,2017,Tenet Healthcare,DDoS Attack,262379,Healthcare,,,,
8627,2017,Tenet Healthcare,Password Guessing,864258,Healthcare,,,,
9019,2017,Tenet Healthcare,Insider Threat,709557,Healthcare,,,,
10296,2017,Tenet Healthcare,Malware,94864,Retail,,,,
11639,2017,Tenet Healthcare,DDoS Attack,809688,Healthcare,,,,
1065,2018,Tenet Healthcare,Password Guessing,326698,Healthcare,,,,
1447,2018,Tenet Healthcare,Ransomware,18779,Healthcare,,,,
1680,2018,Tenet Healthcare,Ransomware,318923,Healthcare,,,,
3381,2018,Tenet Healthcare,Ransomware,143998,Healthcare,,,,
5572,2018,Tenet Healthcare,DDoS Attack,268222,Healthcare,,,,
5792,2018,Tenet Healthcare,Phishing,273975,Healthcare,,,,
6255,2018,Tenet Healthcare,Password Guessing,925870,Healthcare,,,,
8957,2018,Tenet Healthcare,Password Guessing,892507,Healthcare,,,,
9680,2018,Tenet Healthcare,Password Guessing,333641,Healthcare,,,,
9714,2018,Tenet Healthcare,Ransomware,733548,Healthcare,,,,
652,2019,Tenet Healthcare,DDoS Attack,557405,Healthcare,,,,
2115,2019,Tenet Healthcare,Physical Breach,377621,Healthcare,,,,
4387,2019,Tenet Healthcare,DDoS Attack,382189,Healthcare,,,,
4405,2019,Tenet Healthcare,Insider Threat,252257,Healthcare,,,,
4931,2019,Tenet Healthcare,Malware,64145,Healthcare,,,,
6120,2019,Tenet Healthcare,Physical Breach,42344,Healthcare,,,,
9276,2019,Tenet Healthcare,Physical Breach,199188,Healthcare,,,,
1533,2020,Tenet Healthcare,Ransomware,660681,Healthcare,,,,
1789,2020,Tenet Healthcare,DDoS Attack,228155,Healthcare,,,,
3999,2020,Tenet Healthcare,DDoS Attack,913351,Healthcare,,,,
4142,2020,Tenet Healthcare,DDoS Attack,540637,Healthcare,,,,
5069,2020,Tenet Healthcare,Phishing,694128,Healthcare,,,,
8806,2020,Tenet Healthcare,Malware,597622,Healthcare,,,,
8883,2020,Tenet Healthcare,DDoS Attack,18257,Healthcare,,,,
12271,2020,Tenet Healthcare,Insider Threat,370010,Technology,,,,
10,2021,Tenet Healthcare,Ransomware,251878,Healthcare,,,,
1129,2021,Tenet Healthcare,DDoS Attack,486998,Healthcare,,,,
2399,2021,Tenet Healthcare,Ransomware,765347,Healthcare,,,,
8329,2021,Tenet Healthcare,Password Guessing,901641,Healthcare,,,,
8789,2021,Tenet Healthcare,Password Guessing,13540,Healthcare,,,,
9052,2021,Tenet Healthcare,Insider Threat,606344,Healthcare,,,,
9655,2021,Tenet Healthcare,Ransomware,88127,Healthcare,,,,
11280,2021,Tenet Healthcare,Malware,919139,Government,,,,
11654,2021,Tenet Healthcare,Phishing,198767,Technology,,,,
170,2022,Tenet Healthcare,Ransomware,434973,Healthcare,,,,
506,2022,Tenet Healthcare,Ransomware,409881,Healthcare,,,,
1114,2022,Tenet Healthcare,Physical Breach,871168,Healthcare,,,,
5132,2022,Tenet Healthcare,Physical Breach,113429,Healthcare,,,,
5160,2022,Tenet Healthcare,Insider Threat,979368,Healthcare,,,,
5564,2022,Tenet Healthcare,Phishing,966102,Healthcare,,,,
7390,2022,Tenet Healthcare,Phishing,40488,Healthcare,,,,
7707,2022,Tenet Healthcare,Password Guessing,652011,Healthcare,,,,
10446,2022,Tenet Healthcare,Ransomware,164583,Retail,,,,
11838,2022,Tenet Healthcare,Insider Threat,124067,Retail,,,,
252,2023,Tenet Healthcare,Ransomware,127670,Healthcare,,,,
765,2023,Tenet Healthcare,Password Guessing,296744,Healthcare,,,,
1945,2023,Tenet Healthcare,Physical Breach,248413,Healthcare,,,,
2409,2023,Tenet Healthcare,Physical Breach,389719,Healthcare,,,,
2900,2023,Tenet Healthcare,Password Guessing,576286,Healthcare,,,,
3449,2023,Tenet Healthcare,Malware,67389,Healthcare,,,,
6149,2023,Tenet Healthcare,DDoS Attack,155841,Healthcare,,,,
7815,2023,Tenet Healthcare,Malware,571523,Healthcare,,,,
7954,2023,Tenet Healthcare,DDoS Attack,176928,Healthcare,,,,
9393,2023,Tenet Healthcare,Phishing,171961,Healthcare,,,,
9695,2023,Tenet Healthcare,Password Guessing,512513,Healthcare,,,,
11588,2023,Tenet Healthcare,DDoS Attack,842720,Technology,,,,
3546,2024,Tenet Healthcare,Password Guessing,577378,Healthcare,,,,
4901,2024,Tenet Healthcare,Insider Threat,88581,Healthcare,,,,
5406,2024,Tenet Healthcare,Ransomware,195358,Healthcare,,,,
6147,2024,Tenet Healthcare,Password Guessing,767651,Healthcare,,,,
6529,2024,Tenet Healthcare,Insider Threat,45331,Healthcare,,,,
7705,2024,Tenet Healthcare,Password Guessing,142881,Healthcare,,,,
7900,2024,Tenet Healthcare,Physical Breach,177967,Healthcare,,,,
9364,2024,Tenet Healthcare,Insider Threat,31097,Healthcare,,,,
9440,2024,Tenet Healthcare,DDoS Attack,508262,Healthcare,,,,
10831,2024,Tenet Healthcare,Phishing,608674,Finance,,,,
11946,2024,Tenet Healthcare,Phishing,71809,Technology,,,,
401,2000,Treasury Department,Physical Breach,679540,Government,,,,
1209,2000,Treasury Department,Physical Breach,494361,Government,,,,
4081,2000,Treasury Department,Phishing,893576,Government,,,,
5410,2000,Treasury Department,Malware,850959,Government,,,,
5654,2000,Treasury Department,Password Guessing,924937,Government,,,,
6973,2000,Treasury Department,Phishing,421080,Government,,,,
7137,2000,Treasury Department,Phishing,145833,Government,,,,
9246,2000,Treasury Department,Physical Breach,755480,Government,,,,
9885,2000,Treasury Department,Phishing,966889,Government,,,,
10210,2000,Treasury Department,DDoS Attack,992768,Technology,,,,
11038,2000,Treasury Department,Malware,339805,Retail,,,,
513,2001,Treasury Department,DDoS Attack,488222,Government,,,,
2288,2001,Treasury Department,Ransomware,671898,Government,,,,
4906,2001,Treasury Department,Physical Breach,415218,Government,,,,
5646,2001,Treasury Department,Insider Threat,383114,Government,,,,
7459,2001,Treasury Department,Password Guessing,599179,Government,,,,
9740,2001,Treasury Department,DDoS Attack,919360,Government,,,,
312,2002,Treasury Department,DDoS Attack,395025,Government,,,,
3453,2002,Treasury Department,Phishing,647592,Government,,,,
3558,2002,Treasury Department,Password Guessing,135660,Government,,,,
3764,2002,Treasury Department,Phishing,365571,Government,,,,
4167,2002,Treasury Department,Password Guessing,411451,Government,,,,
9677,2002,Treasury Department,Physical Breach,530728,Government,,,,
9899,2002,Treasury Department,Insider Threat,342348,Government,,,,
11302,2002,Treasury Department,Password Guessing,344584,Technology,,,,
11408,2002,Treasury Department,DDoS Attack,751825,Retail,,,,
1975,2003,Treasury Department,Malware,168570,Government,,,,
2817,2003,Treasury Department,Physical Breach,520088,Government,,,,
3404,2003,Treasury Department,Phishing,708018,Government,,,,
5617,2003,Treasury Department,Ransomware,235812,Government,,,,
6524,2003,Treasury Department,Phishing,832888,Government,,,,
7416,2003,Treasury Department,Insider Threat,602980,Government,,,,
8271,2003,Treasury Department,Ransomware,409135,Government,,,,
10370,2003,Treasury Department,Password Guessing,629556,Finance,,,,
12002,2003,Treasury Department,Malware,83965,Technology,,,,
12072,2003,Treasury Department,Physical Breach,328837,Government,,,,
12325,2003,Treasury Department,Insider Threat,806561,Finance,,,,
1488,2004,Treasury Department,DDoS Attack,727888,Government,,,,
1762,2004,Treasury Department,Physical Breach,428030,Government,,,,
2300,2004,Treasury Department,Insider Threat,185704,Government,,,,
4722,2004,Treasury Department,Ransomware,754270,Government,,,,
4834,2004,Treasury Department,Malware,559931,Government,,,,
7616,2004,Treasury Department,Password Guessing,767509,Government,,,,
8613,2004,Treasury Department,Ransomware,61453,Government,,,,
9391,2004,Treasury Department,DDoS Attack,535479,Government,,,,
9656,2004,Treasury Department,Physical Breach,486334,Government,,,,
10470,2004,Treasury Department,Malware,70556,Government,,,,
11463,2004,Treasury Department,Phishing,637912,Government,,,,
11661,2004,Treasury Department,Physical Breach,731716,Healthcare,,,,
11844,2004,Treasury Department,Ransomware,595700,Finance,,,,
254,2005,Treasury Department,Physical Breach,174021,Government,,,,
717,2005,Treasury Department,Ransomware,881184,Government,,,,
3312,2005,Treasury Department,Insider Threat,215741,Government,,,,
3365,2005,Treasury Department,Physical Breach,184950,Government,,,,
3724,2005,Treasury Department,Phishing,390206,Government,,,,
3969,2005,Treasury Department,Ransomware,562339,Government,,,,
5474,2005,Treasury Department,Physical Breach,176751,Government,,,,
8080,2005,Treasury Department,Ransomware,550673,Government,,,,
8946,2005,Treasury Department,Malware,878201,Government,,,,
10134,2005,Treasury Department,Phishing,707401,Finance,,,,
10157,2005,Treasury Department,Password Guessing,783744,Retail,,,,
10954,2005,Treasury Department,DDoS Attack,815719,Government,,,,
9,2006,Treasury Department,DDoS Attack,629636,Government,,,,
291,2006,Treasury Department,Password Guessing,24792,Government,,,,
340,2006,Treasury Department,Malware,428376,Government,,,,
524,2006,Treasury Department,DDoS Attack,644241,Government,,,,
1387,2006,Treasury Department,Malware,323501,Government,,,,
2044,2006,Treasury Department,Malware,128010,Government,,,,
5095,2006,Treasury Department,Insider Threat,213187,Government,,,,
6007,2006,Treasury Department,Physical Breach,700165,Government,,,,
6014,2006,Treasury Department,DDoS Attack,707703,Government,,,,
7345,2006,Treasury Department,Ransomware,721308,Government,,,,
8443,2006,Treasury Department,Physical Breach,413707,Government,,,,
9674,2006,Treasury Department,Ransomware,984240,Government,,,,
55,2007,Treasury Department,Phishing,443750,Government,,,,
105,2007,Treasury Department,Phishing,280190,Government,,,,
1618,2007,Treasury Department,Insider Threat,430790,Government,,,,
2186,2007,Treasury Department,Malware,110313,Government,,,,
2892,2007,Treasury Department,Ransomware,956617,Government,,,,
3072,2007,Treasury Department,Ransomware,977395,Government,,,,
3787,2007,Treasury Department,Insider Threat,638036,Government,,,,
5639,2007,Treasury Department,Password Guessing,553074,Government,,,,
6042,2007,Treasury Department,Physical Breach,542676,Government,,,,
6142,2007,Treasury Department,Malware,125605,Government,,,,
6151,2007,Treasury Department,Physical Breach,811423,Government,,,,
6216,2007,Treasury Department,Physical Breach,427850,Government,,,,
6715,2007,Treasury Department,Insider Threat,107033,Government,,,,
6784,2007,Treasury Department,Insider Threat,665456,Government,,,,
9750,2007,Treasury Department,Password Guessing,300654,Government,,,,
10141,2007,Treasury Department,Malware,509895,Finance,,,,
11028,2007,Treasury Department,Password Guessing,610191,Government,,,,
11380,2007,Treasury Department,Phishing,127584,Retail,,,,
11504,2007,Treasury Department,Phishing,624536,Government,,,,
12248,2007,Treasury Department,Malware,625324,Government,,,,
12259,2007,Treasury Department,DDoS Attack,385029,Finance,,,,
2002,2008,Treasury Department,Phishing,861032,Government,,,,
3429,2008,Treasury Department,Password Guessing,244972,Government,,,,
3823,2008,Treasury Department,Ransomware,716327,Government,,,,
5472,2008,Treasury Department,Malware,684839,Government,,,,
10801,2008,Treasury Department,Ransomware,426943,Technology,,,,
10840,2008,Treasury Department,Insider Threat,489918,Government,,,,
10873,2008,Treasury Department,Physical Breach,927197,Government,,,,
11563,2008,Treasury Department,Password Guessing,21034,Finance,,,,
12236,2008,Treasury Department,Ransomware,924500,Healthcare,,,,
858,2009,Treasury Department,Malware,692710,Government,,,,
1661,2009,Treasury Department,Phishing,690855,Government,,,,
1965,2009,Treasury Department,Insider Threat,96948,Government,,,,
5644,2009,Treasury Department,Ransomware,82257,Government,,,,
6609,2009,Treasury Department,Ransomware,51041,Government,,,,
6614,2009,Treasury Department,Insider Threat,611496,Government,,,,
7551,2009,Treasury Department,DDoS Attack,563603,Government,,,,
8701,2009,Treasury Department,DDoS Attack,184543,Government,,,,
10377,2009,Treasury Department,Ransomware,583661,Retail,,,,
1378,2010,Treasury Department,Malware,759443,Government,,,,
4005,2010,Treasury Department,Ransomware,953360,Government,,,,
4105,2010,Treasury Department,Physical Breach,137204,Government,,,,
5354,2010,Treasury Department,Phishing,830385,Government,,,,
6291,2010,Treasury Department,Malware,803318,Government,,,,
6632,2010,Treasury Department,Phishing,21665,Government,,,,
8158,2010,Treasury Department,Password Guessing,783971,Government,,,,
10571,2010,Treasury Department,Ransomware,162000,Technology,,,,
11331,2010,Treasury Department,Malware,534987,Retail,,,,
1460,2011,Treasury Department,DDoS Attack,173154,Government,,,,
3074,2011,Treasury Department,Physical Breach,321928,Government,,,,
10832,2011,Treasury Department,Physical Breach,960408,Government,,,,
11278,2011,Treasury Department,Malware,846445,Government,,,,
2523,2012,Treasury Department,Ransomware,687913,Government,,,,
7737,2012,Treasury Department,Malware,62788,Government,,,,
8621,2012,Treasury Department,Phishing,22738,Government,,,,
8921,2012,Treasury Department,DDoS Attack,759959,Government,,,,
10329,2012,Treasury Department,Malware,287184,Healthcare,,,,
10638,2012,Treasury Department,Phishing,856696,Government,,,,
960,2013,Treasury Department,DDoS Attack,75310,Government,,,,
1615,2013,Treasury Department,DDoS Attack,889272,Government,,,,
2059,2013,Treasury Department,Physical Breach,213129,Government,,,,
4216,2013,Treasury Department,Physical Breach,129397,Government,,,,
4439,2013,Treasury Department,Ransomware,418483,Government,,,,
6853,2013,Treasury Department,Malware,782901,Government,,,,
7298,2013,Treasury Department,Password Guessing,400459,Government,,,,
7433,2013,Treasury Department,Physical Breach,453056,Government,,,,
7478,2013,Treasury Department,Physical Breach,533982,Government,,,,
8832,2013,Treasury Department,Ransomware,102292,Government,,,,
9181,2013,Treasury Department,Ransomware,68028,Government,,,,
9214,2013,Treasury Department,Insider Threat,344841,Government,,,,
10448,2013,Treasury Department,Password Guessing,571723,Government,,,,
10855,2013,Treasury Department,Insider Threat,741451,Retail,,,,
11392,2013,Treasury Department,DDoS Attack,668019,Healthcare,,,,
11494,2013,Treasury Department,DDoS Attack,142392,Government,,,,
1974,2014,Treasury Department,Ransomware,160057,Government,,,,
2469,2014,Treasury Department,Physical Breach,484895,Government,,,,
2597,2014,Treasury Department,Ransomware,815231,Government,,,,
2609,2014,Treasury Department,Malware,846386,Government,,,,
4503,2014,Treasury Department,Insider Threat,196510,Government,,,,
6700,2014,Treasury Department,DDoS Attack,157175,Government,,,,
7154,2014,Treasury Department,DDoS Attack,812388,Government,,,,
7554,2014,Treasury Department,DDoS Attack,41611,Government,,,,
10046,2014,Treasury Department,Physical Breach,42695,Government,,,,
296,2015,Treasury Department,Ransomware,808141,Government,,,,
495,2015,Treasury Department,Malware,799963,Government,,,,
729,2015,Treasury Department,Ransomware,788574,Government,,,,
2773,2015,Treasury Department,Phishing,466495,Government,,,,
3286,2015,Treasury Department,Insider Threat,675726,Government,,,,
3884,2015,Treasury Department,Phishing,465368,Government,,,,
4965,2015,Treasury Department,Ransomware,347275,Government,,,,
5420,2015,Treasury Department,Phishing,769924,Government,,,,
6368,2015,Treasury Department,Physical Breach,442839,Government,,,,
6915,2015,Treasury Department,Ransomware,866471,Government,,,,
7060,2015,Treasury Department,Malware,102003,Government,,,,
9227,2015,Treasury Department,Insider Threat,171160,Government,,,,
9627,2015,Treasury Department,DDoS Attack,986711,Government,,,,
9774,2015,Treasury Department,Phishing,974244,Government,,,,
10452,2015,Treasury Department,Insider Threat,646439,Finance,,,,
11919,2015,Treasury Department,Password Guessing,253115,Healthcare,,,,
714,2016,Treasury Department,Password Guessing,131748,Government,,,,
2778,2016,Treasury Department,Ransomware,364139,Government,,,,
2880,2016,Treasury Department,Physical Breach,447484,Government,,,,
3489,2016,Treasury Department,Ransomware,448840,Government,,,,
4180,2016,Treasury Department,Insider Threat,166405,Government,,,,
4912,2016,Treasury Department,Physical Breach,241776,Government,,,,
6777,2016,Treasury Department,Insider Threat,666600,Government,,,,
8204,2016,Treasury Department,Password Guessing,994658,Government,,,,
8653,2016,Treasury Department,Malware,449643,Government,,,,
9388,2016,Treasury Department,Ransomware,311064,Government,,,,
11524,2016,Treasury Department,Malware,800126,Healthcare,,,,
562,2017,Treasury Department,DDoS Attack,156783,Government,,,,
1307,2017,Treasury Department,Insider Threat,649513,Government,,,,
2396,2017,Treasury Department,DDoS Attack,958988,Government,,,,
2438,2017,Treasury Department,Insider Threat,869467,Government,,,,
3195,2017,Treasury Department,Password Guessing,53040,Government,,,,
3663,2017,Treasury Department,Password Guessing,312247,Government,,,,
6839,2017,Treasury Department,DDoS Attack,905134,Government,,,,
7105,2017,Treasury Department,Insider Threat,74253,Government,,,,
7160,2017,Treasury Department,DDoS Attack,636072,Government,,,,
7252,2017,Treasury Department,Malware,939260,Government,,,,
7667,2017,Treasury Department,Physical Breach,699552,Government,,,,
7877,2017,Treasury Department,Malware,717657,Government,,,,
9729,2017,Treasury Department,Password Guessing,429081,Government,,,,
9860,2017,Treasury Department,Ransomware,240973,Government,,,,
1898,2018,Treasury Department,Ransomware,717803,Government,,,,
4204,2018,Treasury Department,Phishing,699063,Government,,,,
4335,2018,Treasury Department,DDoS Attack,358977,Government,,,,
5384,2018,Treasury Department,Malware,657611,Government,,,,
6360,2018,Treasury Department,Ransomware,851366,Government,,,,
8196,2018,Treasury Department,Phishing,880725,Government,,,,
11547,2018,Treasury Department,Phishing,229168,Retail,,,,
1470,2019,Treasury Department,Phishing,895101,Government,,,,
1830,2019,Treasury Department,DDoS Attack,772148,Government,,,,
3361,2019,Treasury Department,Ransomware,109055,Government,,,,
6242,2019,Treasury Department,Ransomware,583849,Government,,,,
6469,2019,Treasury Department,Insider Threat,46664,Government,,,,
6519,2019,Treasury Department,Ransomware,796308,Government,,,,
6960,2019,Treasury Department,Ransomware,101451,Government,,,,
7360,2019,Treasury Department,Insider Threat,74936,Government,,,,
7536,2019,Treasury Department,Malware,600671,Government,,,,
8570,2019,Treasury Department,Malware,939116,Government,,,,
9499,2019,Treasury Department,DDoS Attack,769079,Government,,,,
711,2020,Treasury Department,Ransomware,427261,Government,,,,
836,2020,Treasury Department,Insider Threat,431321,Government,,,,
2035,2020,Treasury Department,Malware,675915,Government,,,,
4709,2020,Treasury Department,Malware,617884,Government,,,,
4897,2020,Treasury Department,Phishing,447456,Government,,,,
6227,2020,Treasury Department,Ransomware,845708,Government,,,,
6561,2020,Treasury Department,Malware,388559,Government,,,,
6979,2020,Treasury Department,DDoS Attack,640572,Government,,,,
8699,2020,Treasury Department,Malware,593361,Government,,,,
9972,2020,Treasury Department,Insider Threat,977840,Government,,,,
9988,2020,Treasury Department,Insider Threat,43981,Government,,,,
10533,2020,Treasury Department,Insider Threat,567460,Technology,,,,
11242,2020,Treasury Department,Malware,497149,Healthcare,,,,
1038,2021,Treasury Department,Password Guessing,658756,Government,,,,
2412,2021,Treasury Department,DDoS Attack,145345,Government,,,,
2861,2021,Treasury Department,Ransomware,646836,Government,,,,
3292,2021,Treasury Department,Ransomware,656814,Government,,,,
3405,2021,Treasury Department,Phishing,500937,Government,,,,
3517,2021,Treasury Department,Password Guessing,598182,Government,,,,
3927,2021,Treasury Department,Password Guessing,676179,Government,,,,
6157,2021,Treasury Department,Password Guessing,783695,Government,,,,
7220,2021,Treasury Department,Ransomware,285268,Government,,,,
8725,2021,Treasury Department,Insider Threat,972624,Government,,,,
9011,2021,Treasury Department,DDoS Attack,243016,Government,,,,
9218,2021,Treasury Department,Insider Threat,180229,Government,,,,
10026,2021,Treasury Department,Malware,458244,Finance,,,,
10392,2021,Treasury Department,DDoS Attack,682288,Technology,,,,
11839,2021,Treasury Department,Ransomware,79221,Finance,,,,
754,2022,Treasury Department,Ransomware,319148,Government,,,,
4101,2022,Treasury Department,DDoS Attack,158025,Government,,,,
5913,2022,Treasury Department,Password Guessing,821847,Government,,,,
6215,2022,Treasury Department,Insider Threat,407470,Government,,,,
6436,2022,Treasury Department,Ransomware,198420,Government,,,,
8675,2022,Treasury Department,Malware,338532,Government,,,,
9688,2022,Treasury Department,Phishing,408265,Government,,,,
10621,2022,Treasury Department,Phishing,267365,Healthcare,,,,
226,2023,Treasury Department,DDoS Attack,205394,Government,,,,
848,2023,Treasury Department,Insider Threat,949092,Government,,,,
1092,2023,Treasury Department,Malware,647944,Government,,,,
1586,2023,Treasury Department,Ransomware,63796,Government,,,,
3325,2023,Treasury Department,Password Guessing,265287,Government,,,,
4557,2023,Treasury Department,Ransomware,8168,Government,,,,
6895,2023,Treasury Department,Ransomware,198210,Government,,,,
7995,2023,Treasury Department,Insider Threat,382553,Government,,,,
9739,2023,Treasury Department,Physical Breach,673307,Government,,,,
10255,2023,Treasury Department,Malware,224695,Government,,,,
11178,2023,Treasury Department,Phishing,273682,Government,,,,
890,2024,Treasury Department,Password Guessing,477076,Government,,,,
2459,2024,Treasury Department,Physical Breach,999368,Government,,,,
3932,2024,Treasury Department,Malware,584683,Government,,,,
6696,2024,Treasury Department,Physical Breach,978633,Government,,,,
7628,2024,Treasury Department,Ransomware,640262,Government,,,,
8212,2024,Treasury Department,DDoS Attack,469529,Government,,,,
8342,2024,Treasury Department,Physical Breach,542826,Government,,,,
8557,2024,Treasury Department,Password Guessing,811634,Government,,,,
9753,2024,Treasury Department,DDoS Attack,139261,Government,,,,
10147,2024,Treasury Department,Malware,275426,Government,,,,
10299,2024,Treasury Department,Password Guessing,590788,Retail,,,,
11880,2024,Treasury Department,Insider Threat,595152,Finance,,,,
492,2000,UPMC,Malware,822866,Healthcare,,,,
554,2000,UPMC,Ransomware,32475,Healthcare,,,,
845,2000,UPMC,Phishing,17284,Healthcare,,,,
1900,2000,UPMC,Ransomware,248765,Healthcare,,,,
2474,2000,UPMC,Ransomware,322276,Healthcare,,,,
3628,2000,UPMC,Physical Breach,902397,Healthcare,,,,
4317,2000,UPMC,Malware,465187,Healthcare,,,,
5959,2000,UPMC,Phishing,835045,Healthcare,,,,
6423,2000,UPMC,Ransomware,2725,Healthcare,,,,
7320,2000,UPMC,DDoS Attack,63478,Healthcare,,,,
7349,2000,UPMC,Ransomware,93625,Healthcare,,,,
7542,2000,UPMC,Malware,456814,Healthcare,,,,
7741,2000,UPMC,Physical Breach,902418,Healthcare,,,,
8813,2000,UPMC,Physical Breach,959740,Healthcare,,,,
9485,2000,UPMC,Ransomware,404822,Healthcare,,,,
874,2001,UPMC,Insider Threat,50064,Healthcare,,,,
957,2001,UPMC,Phishing,378027,Healthcare,,,,
2426,2001,UPMC,Ransomware,64959,Healthcare,,,,
4211,2001,UPMC,Ransomware,375527,Healthcare,,,,
7215,2001,UPMC,Phishing,751286,Healthcare,,,,
8256,2001,UPMC,Password Guessing,365492,Healthcare,,,,
10081,2001,UPMC,Insider Threat,619908,Retail,,,,
11826,2001,UPMC,Malware,301018,Healthcare,,,,
12147,2001,UPMC,Ransomware,968130,Technology,,,,
4020,2002,UPMC,Insider Threat,384584,Healthcare,,,,
6455,2002,UPMC,Phishing,185785,Healthcare,,,,
6577,2002,UPMC,Ransomware,107040,Healthcare,,,,
8170,2002,UPMC,Password Guessing,528679,Healthcare,,,,
8575,2002,UPMC,Ransomware,201788,Healthcare,,,,
10121,2002,UPMC,Password Guessing,393497,Finance,,,,
10439,2002,UPMC,Physical Breach,228107,Healthcare,,,,
10617,2002,UPMC,Malware,713935,Government,,,,
11303,2002,UPMC,Insider Threat,815203,Finance,,,,
812,2003,UPMC,Ransomware,178961,Healthcare,,,,
1368,2003,UPMC,Insider Threat,544211,Healthcare,,,,
3879,2003,UPMC,Phishing,983183,Healthcare,,,,
5495,2003,UPMC,Physical Breach,157036,Healthcare,,,,
5939,2003,UPMC,DDoS Attack,788685,Healthcare,,,,
6397,2003,UPMC,Password Guessing,138982,Healthcare,,,,
7428,2003,UPMC,Password Guessing,690056,Healthcare,,,,
8195,2003,UPMC,Physical Breach,485341,Healthcare,,,,
8790,2003,UPMC,Insider Threat,195812,Healthcare,,,,
9286,2003,UPMC,Ransomware,127199,Healthcare,,,,
9666,2003,UPMC,Phishing,539743,Healthcare,,,,
11365,2003,UPMC,Phishing,844318,Retail,,,,
204,2004,UPMC,Malware,674440,Healthcare,,,,
2808,2004,UPMC,Malware,25437,Healthcare,,,,
3580,2004,UPMC,DDoS Attack,695161,Healthcare,,,,
4023,2004,UPMC,Password Guessing,663219,Healthcare,,,,
6220,2004,UPMC,Insider Threat,950778,Healthcare,,,,
6598,2004,UPMC,Ransomware,656485,Healthcare,,,,
6855,2004,UPMC,Phishing,321064,Healthcare,,,,
8265,2004,UPMC,Ransomware,673927,Healthcare,,,,
10442,2004,UPMC,Ransomware,55249,Government,,,,
12045,2004,UPMC,Insider Threat,183022,Retail,,,,
12210,2004,UPMC,Physical Breach,590816,Finance,,,,
2852,2005,UPMC,DDoS Attack,42953,Healthcare,,,,
3097,2005,UPMC,Phishing,439290,Healthcare,,,,
3374,2005,UPMC,Malware,763795,Healthcare,,,,
3562,2005,UPMC,Password Guessing,859754,Healthcare,,,,
6805,2005,UPMC,Physical Breach,180408,Healthcare,,,,
7756,2005,UPMC,Phishing,89988,Healthcare,,,,
8283,2005,UPMC,Phishing,944683,Healthcare,,,,
378,2006,UPMC,Malware,836762,Healthcare,,,,
4345,2006,UPMC,Malware,267658,Healthcare,,,,
5456,2006,UPMC,Insider Threat,628733,Healthcare,,,,
7535,2006,UPMC,Password Guessing,44508,Healthcare,,,,
7538,2006,UPMC,Physical Breach,713294,Healthcare,,,,
7767,2006,UPMC,Malware,140013,Healthcare,,,,
10927,2006,UPMC,Ransomware,437763,Healthcare,,,,
10933,2006,UPMC,Password Guessing,598693,Finance,,,,
11124,2006,UPMC,Password Guessing,543159,Retail,,,,
11535,2006,UPMC,Malware,197680,Retail,,,,
12276,2006,UPMC,Ransomware,471046,Technology,,,,
975,2007,UPMC,Password Guessing,790125,Healthcare,,,,
1283,2007,UPMC,Malware,936999,Healthcare,,,,
3296,2007,UPMC,Password Guessing,574471,Healthcare,,,,
5060,2007,UPMC,Malware,438933,Healthcare,,,,
6863,2007,UPMC,Physical Breach,121815,Healthcare,,,,
6929,2007,UPMC,Physical Breach,389519,Healthcare,,,,
7500,2007,UPMC,Phishing,987382,Healthcare,,,,
8215,2007,UPMC,Phishing,418015,Healthcare,,,,
269,2008,UPMC,Ransomware,134391,Healthcare,,,,
405,2008,UPMC,Password Guessing,519172,Healthcare,,,,
1844,2008,UPMC,DDoS Attack,909457,Healthcare,,,,
2073,2008,UPMC,Phishing,864300,Healthcare,,,,
4611,2008,UPMC,Insider Threat,133207,Healthcare,,,,
4758,2008,UPMC,Malware,57260,Healthcare,,,,
5277,2008,UPMC,Password Guessing,183971,Healthcare,,,,
5915,2008,UPMC,Ransomware,120299,Healthcare,,,,
